signals	samplings	stddev	ber	rber	complete	time(ms)
21	1700	0	0	0.0156311	1000	68.032
22	1700	0	5.08021e-06	0.0160313	1000	75.362
23	1700	0	0	0.016373	1000	84.185
24	1700	0	8.57843e-07	0.0167141	1000	83.577
25	1700	0	0	0.0171349	1000	93.242
26	1700	0	8.59729e-07	0.0175417	1000	102.753
27	1700	0	7.51634e-06	0.0178415	1000	112.114
28	1700	0	1.33824e-05	0.0182885	1000	114.411
29	1700	0	1.48018e-05	0.0185693	999	127.184
30	1700	0	2.21176e-05	0.0188944	1000	138.38
31	1700	0	4.96774e-05	0.0195211	1000	149.729
32	1700	0	8.13419e-05	0.0201728	1000	154.538
33	1700	0	9.30125e-05	0.0207617	1000	169.372
34	1700	0	0.000121557	0.0212677	1000	183.679
35	1700	0	0.000177664	0.0222005	1000	199.41
36	1700	0	0.000360638	0.0242295	999	205.832
37	1700	0	0.000404372	0.0255762	1000	232.73
38	1700	0	0.000658297	0.027347	1000	250.645
39	1700	0	0.00092362	0.0291988	1000	274.808
40	1700	0	0.00143	0.0347621	1000	288.622
41	1700	0	0.0018168	0.0369857	1000	324.793
42	1700	0	0.00238356	0.0404907	1000	368.046
43	1700	0	0.00323998	0.0461703	999	420.479
44	1700	0	0.00449934	0.0525066	1000	443.082
45	1700	0	0.00680275	0.0630731	999	499.093
46	1700	0	0.00933953	0.072447	1000	568.366
47	1700	0	0.013054	0.083214	1000	676.416
48	1700	0	0.0191214	0.0986158	999	764.489
49	1700	0	0.0295812	0.119209	999	969.227
50	1700	0	0.0441325	0.145366	1000	1163.69
51	1700	0	0.0640351	0.168847	1000	1491.06
52	1700	0	0.0990659	0.212017	1000	1870.78
53	1700	0	0.138778	0.243944	1000	2487.43
2	1800	0	0	0.00525028	1000	1.698
3	1800	0	0	0.00621111	1000	3.221
4	1800	0	0	0.00696319	1000	5.001
5	1800	0	0	0.007723	1000	7.639
6	1800	0	1.85185e-07	0.00823361	1000	10.23
7	1800	0	0	0.00889968	1000	13.107
8	1800	0	0	0.0094891	1000	14.143
9	1800	0	0	0.00994841	999	17.3914
10	1800	0	0	0.0105744	1000	20.877
11	1800	0	0	0.0110886	1000	24.349
12	1800	0	0	0.0114863	1000	27.093
13	1800	0	0	0.0119392	1000	30.942
14	1800	0	0	0.0124395	1000	34.995
15	1800	0	0	0.0128969	999	39.5365
16	1800	0	0	0.0132475	1000	40.917
17	1800	0	0	0.0136791	999	47.1191
18	1800	0	8.33333e-07	0.0140221	1000	53.246
19	1800	0	1.05263e-06	0.0144287	1000	58.36
20	1800	0	0	0.0148386	1000	59.769
21	1800	0	0	0.0152621	999	67.3584
22	1800	0	0	0.0155874	1000	74.656
23	1800	0	8.45411e-07	0.0159542	1000	82.262
24	1800	0	0	0.0162454	1000	82.138
25	1800	0	0	0.0165844	1000	92.23
26	1800	0	0	0.0169866	1000	99.515
27	1800	0	4.79424e-06	0.017298	1000	110.146
28	1800	0	8.0754e-06	0.0176467	1000	111.512
29	1800	0	2.03065e-06	0.017955	1000	122.706
30	1800	0	8.98148e-06	0.0184037	1000	135.018
31	1800	0	1.8638e-05	0.0187803	1000	145.417
32	1800	0	3.1441e-05	0.0190877	1000	147.339
33	1800	0	8.56397e-05	0.0200942	1000	164.377
34	1800	0	0.000131062	0.0205749	1000	177.689
35	1800	0	0.000153159	0.0212044	1000	191.842
36	1800	0	0.000258025	0.0221624	1000	197.722
37	1800	0	0.00036518	0.0235872	1000	221.752
38	1800	0	0.000470336	0.0248655	1000	239.411
39	1800	0	0.000651282	0.0274439	1000	262.842
40	1800	0	0.000868861	0.0283212	1000	271.831
41	1800	0	0.00118043	0.0303551	1000	306.346
42	1800	0	0.00149923	0.0350647	1000	336.961
43	1800	0	0.0024672	0.0405778	999	387.701
44	1800	0	0.00312216	0.0467465	1000	410.006
45	1800	0	0.00445266	0.0525589	999	474.312
46	1800	0	0.00615278	0.0608879	1000	547.685
47	1800	0	0.0083128	0.0692035	999	639.995
48	1800	0	0.0119319	0.0813404	1000	733.069
49	1800	0	0.0168163	0.0942288	1000	865.598
50	1800	0	0.0256604	0.110044	999	1047.16
51	1800	0	0.0367003	0.132541	1000	1306.69
52	1800	0	0.0576278	0.163937	1000	1679.79
53	1800	0	0.0849271	0.193589	1000	2150.58
54	1800	0	0.124283	0.235436	1000	2823.18
2	1900	0	0	0.00517	1000	1.82
3	1900	0	0	0.00596281	1000	3.407
4	1900	0	0	0.00677763	1000	5.044
5	1900	0	0	0.00741126	1000	8.301
6	1900	0	0	0.00806851	1000	11.043
7	1900	0	6.01504e-07	0.00872797	1000	12.931
8	1900	0	0	0.00921961	1000	14.82
9	1900	0	0	0.00971251	1000	18.534
10	1900	0	0	0.0102401	1000	22.55
11	1900	0	9.56938e-07	0.0107979	1000	26.1
12	1900	0	0	0.0112143	1000	28.502
13	1900	0	0	0.011636	999	33.0781
14	1900	0	9.77444e-07	0.0120328	1000	37.85
15	1900	0	0	0.0124873	1000	43.815
16	1900	0	0	0.0129049	999	45.7287
17	1900	0	1.02167e-06	0.0132567	1000	52.83
18	1900	0	0	0.0136345	1000	57.526
19	1900	0	0	0.0140065	1000	64.981
20	1900	0	0	0.0143624	1000	66.75
21	1900	0	0	0.0147963	1000	74.611
22	1900	0	0	0.015146	1000	82.655
23	1900	0	0	0.0154787	1000	91.079
24	1900	0	4.82939e-07	0.0157793	999	91.8428
25	1900	0	0	0.0161593	1000	103.767
26	1900	0	2.63158e-07	0.0165388	1000	111.396
27	1900	0	0	0.0167846	1000	120.506
28	1900	0	9.21053e-07	0.0171358	1000	123.598
29	1900	0	7.20508e-06	0.0175225	1000	136.573
30	1900	0	2.80983e-06	0.01797	999	148.669
31	1900	0	1.48727e-05	0.0182068	1000	161.583
32	1900	0	3.69079e-05	0.0185712	1000	164.993
33	1900	0	4.5933e-05	0.0191722	1000	183.093
34	1900	0	6.95511e-05	0.0195746	1000	198.369
35	1900	0	9.94887e-05	0.020274	1000	212.761
36	1900	0	0.00013424	0.0209296	1000	223.287
37	1900	0	0.000181248	0.0224296	999	249.844
38	1900	0	0.000352521	0.0235958	1000	270.36
39	1900	0	0.00042448	0.0246292	1000	291.685
40	1900	0	0.000665911	0.0265807	998	306.846
41	1900	0	0.000892786	0.0287593	1000	343.857
42	1900	0	0.00114494	0.0309869	999	377.338
43	1900	0	0.00151209	0.034792	1000	425.748
44	1900	0	0.00209583	0.0377774	1000	465.365
45	1900	0	0.00310104	0.0449421	1000	532.207
46	1900	0	0.00403019	0.0506932	1000	605.141
47	1900	0	0.00525125	0.0569193	1000	693.453
48	1900	0	0.00776846	0.0662894	999	794.905
49	1900	0	0.0107713	0.0767723	999	931.591
50	1900	0	0.0155345	0.0897605	999	1102.71
51	1900	0	0.0222622	0.105663	999	1350.27
52	1900	0	0.0326817	0.127857	998	1689.06
53	1900	0	0.0506915	0.149042	998	2106.28
54	1900	0	0.0741231	0.181774	999	2849.64
55	1900	0	0.106958	0.213906	1000	3600.19
2	2000	0	6.25e-06	0.00523025	1000	1.891
3	2000	0	0	0.00579783	1000	3.602
4	2000	0	0	0.00649525	1000	5.288
5	2000	0	0	0.0072691	1000	8.716
6	2000	0	0	0.00781383	1000	11.836
7	2000	0	0	0.00839464	1000	13.475
8	2000	0	0	0.0089213	999	15.3504
9	2000	0	0	0.0094575	1000	19.171
10	2000	0	0	0.00999885	1000	22.268
11	2000	0	0	0.0104257	1000	25.916
12	2000	0	0	0.0108965	1000	27.573
13	2000	0	0	0.0112805	1000	32.562
14	2000	0	0	0.0117298	1000	37.088
15	2000	0	0	0.012169	1000	42.446
16	2000	0	0	0.0125642	1000	44.122
17	2000	0	0	0.0129166	1000	50.401
18	2000	0	0	0.0132943	1000	56.589
19	2000	0	0	0.0136846	1000	62.718
20	2000	0	0	0.0140403	1000	65.055
21	2000	0	0	0.014431	1000	73.517
22	2000	0	8.18182e-07	0.0147053	1000	80.862
23	2000	0	8.04348e-07	0.0150577	1000	90.283
24	2000	0	0	0.0154051	1000	89.77
25	2000	0	0	0.0157294	1000	101.54
26	2000	0	4.3505e-06	0.0160974	999	110.875
27	2000	0	0	0.0163384	1000	121.547
28	2000	0	7.85714e-07	0.0166602	1000	123.193
29	2000	0	0	0.0170044	1000	136.868
30	2000	0	8.68333e-06	0.0173677	1000	148.751
31	2000	0	1.37581e-05	0.0176519	1000	160.916
32	2000	0	2.2625e-05	0.0180136	1000	165.016
33	2000	0	2.25074e-05	0.0184233	999	181.513
34	2000	0	4.62374e-05	0.0187295	999	195.497
35	2000	0	8.83286e-05	0.01931	1000	209.835
36	2000	0	0.000150708	0.0203826	1000	217.388
37	2000	0	0.000160201	0.0210013	999	241.107
38	2000	0	0.000182776	0.0214426	1000	261.442
39	2000	0	0.00031259	0.0222709	1000	289.465
40	2000	0	0.000437387	0.0240743	1000	303.274
41	2000	0	0.000485354	0.0260247	1000	342.509
42	2000	0	0.000911817	0.0281783	999	382.207
43	2000	0	0.00103497	0.0305173	999	433.454
44	2000	0	0.00156993	0.0351028	999	476.847
45	2000	0	0.00195162	0.0391188	1000	543.868
46	2000	0	0.00269256	0.0422345	999	620.534
47	2000	0	0.00344015	0.0488139	1000	706.407
48	2000	0	0.00493028	0.0547252	1000	812.577
49	2000	0	0.00724774	0.0658114	1000	946.642
50	2000	0	0.00997917	0.0746637	1000	1116.37
51	2000	0	0.0144902	0.0880079	999	1347.39
52	2000	0	0.0207674	0.102764	999	1705.4
53	2000	0	0.0313696	0.124142	999	2016.51
54	2000	0	0.0471731	0.146102	1000	2420.73
55	2000	0	0.0674239	0.173698	1000	2959.33
56	2000	0	0.102456	0.21056	1000	3690.43
2	2100	0	0	0.00488524	1000	1.972
3	2100	0	0	0.00580333	1000	4.251
4	2100	0	0	0.00639595	1000	7.167
5	2100	0	0	0.0070561	1000	8.3
6	2100	0	0	0.00760754	1000	11.118
7	2100	0	0	0.00830612	1000	14.15
8	2100	0	0	0.00882929	1000	16.297
9	2100	0	7.93651e-07	0.00924582	1000	20.287
10	2100	0	0	0.00978848	1000	24.455
11	2100	0	0	0.0101853	1000	28.48
12	2100	0	9.92063e-07	0.0106602	1000	30.921
13	2100	0	0	0.0110308	1000	36.253
14	2100	0	0	0.0114762	1000	41.481
15	2100	0	0	0.0118771	1000	47.752
16	2100	0	0	0.0122621	1000	49.859
17	2100	0	0	0.012594	1000	56.549
18	2100	0	0	0.0129614	1000	62.524
19	2100	0	0	0.0133551	1000	69.667
20	2100	0	0	0.0137153	1000	71.341
21	2100	0	0	0.0140337	1000	80.882
22	2100	0	8.65801e-07	0.0143951	1000	88.778
23	2100	0	0	0.0147158	1000	99.101
24	2100	0	1.54762e-06	0.0150248	1000	99.623
25	2100	0	0	0.0153155	999	110.983
26	2100	0	0	0.0156287	1000	121.45
27	2100	0	0	0.0159324	1000	132.409
28	2100	0	0	0.0162163	1000	134.292
29	2100	0	6.25616e-06	0.0165888	1000	147.852
30	2100	0	9.15873e-06	0.0169064	1000	161.649
31	2100	0	1.06605e-05	0.0171965	1000	174.644
32	2100	0	4.80608e-06	0.0174428	997	179.84
33	2100	0	1.80158e-05	0.0178869	998	198.827
34	2100	0	3.28431e-05	0.0183078	1000	213.876
35	2100	0	5.99456e-05	0.018988	1000	232.275
36	2100	0	6.71571e-05	0.0193418	999	242.393
37	2100	0	0.000100605	0.0199123	1000	269.776
38	2100	0	0.000145451	0.0204207	1000	293.068
39	2100	0	0.000208828	0.0211987	1000	323.625
40	2100	0	0.000288762	0.0219363	1000	344.651
41	2100	0	0.000400249	0.0237666	999	388.172
42	2100	0	0.000558027	0.0256733	1000	429.996
43	2100	0	0.000856002	0.0288772	1000	485.395
44	2100	0	0.00100269	0.0302206	999	536.71
45	2100	0	0.00149653	0.0340474	1000	619.911
46	2100	0	0.00197501	0.0383535	1000	711.811
47	2100	0	0.00268288	0.043291	999	805.224
48	2100	0	0.00332955	0.0461042	1000	898.564
49	2100	0	0.00496858	0.0559042	1000	1089.15
50	2100	0	0.00692634	0.0639787	999	1276.64
51	2100	0	0.00973523	0.0758963	1000	1517.43
52	2100	0	0.0134256	0.0859596	1000	1734.95
53	2100	0	0.0193243	0.0991532	999	2087.62
54	2100	0	0.0284245	0.117984	999	2510.11
55	2100	0	0.0422298	0.14149	1000	3053.7
56	2100	0	0.0625397	0.165575	1000	3686.99
57	2100	0	0.0911319	0.200341	1000	4823.9
58	2100	0	0.131372	0.240053	1000	6223.53
2	2200	0	0	0.00470182	1000	2.027
3	2200	0	0	0.00556606	1000	4.552
4	2200	0	0	0.00623716	1000	6.18
5	2200	0	0	0.00684855	1000	8.707
6	2200	0	0	0.00751712	1000	11.769
7	2200	0	0	0.00810929	1000	15.108
8	2200	0	0	0.00857358	1000	16.716
9	2200	0	0	0.00906621	1000	20.764
10	2200	0	0	0.00948591	1000	24.966
11	2200	0	0	0.0099457	1000	28.973
12	2200	0	0	0.0102894	1000	30.582
13	2200	0	0	0.0107266	1000	36.174
14	2200	0	0	0.0112024	1000	41.334
15	2200	0	0	0.0115097	1000	46.646
16	2200	0	3.40909e-07	0.0119424	1000	48.831
17	2200	0	0	0.0122607	1000	55.951
18	2200	0	0	0.012696	1000	62.253
19	2200	0	0	0.0130424	1000	68.606
20	2200	0	0	0.0133787	1000	70.174
21	2200	0	5.84416e-07	0.013687	1000	79.274
22	2200	0	7.65228e-07	0.0140251	999	86.969
23	2200	0	0	0.0143572	1000	96.736
24	2200	0	0	0.0146437	1000	97.096
25	2200	0	2.36364e-07	0.0149355	1000	108.875
26	2200	0	0	0.0152576	1000	118.466
27	2200	0	0	0.0155766	1000	130.086
28	2200	0	0	0.0158903	1000	131.15
29	2200	0	0	0.016133	1000	143.485
30	2200	0	0	0.0164362	1000	158.629
31	2200	0	8.1085e-06	0.0167586	1000	169.375
32	2200	0	9.03409e-06	0.0169837	1000	174.159
33	2200	0	9.98623e-06	0.01737	1000	196.542
34	2200	0	2.13503e-05	0.017717	1000	210.67
35	2200	0	3.5607e-05	0.018309	999	229.928
36	2200	0	5.13392e-05	0.0185624	999	244.337
37	2200	0	6.26413e-05	0.0188148	1000	268.978
38	2200	0	9.32582e-05	0.0199349	997	296.496
39	2200	0	0.000120832	0.0203208	999	330.984
40	2200	0	0.000270284	0.0220194	1000	355.635
41	2200	0	0.000285443	0.0222579	1000	404.88
42	2200	0	0.000446959	0.0238182	1000	450.746
43	2200	0	0.000572378	0.0252981	1000	517.288
44	2200	0	0.000753161	0.0270925	1000	570.1
45	2200	0	0.00105718	0.0302086	1000	661.524
46	2200	0	0.00146915	0.0337512	999	754.173
47	2200	0	0.00186574	0.0376897	1000	880.864
48	2200	0	0.00237949	0.0409481	1000	986.366
49	2200	0	0.00345899	0.047402	999	1130.59
50	2200	0	0.00465496	0.0538644	1000	1244.76
51	2200	0	0.00666338	0.0645498	999	1389.6
52	2200	0	0.00901205	0.0732509	1000	1624.63
53	2200	0	0.0130484	0.083389	1000	1723.8
54	2200	0	0.0182885	0.0974223	1000	2031.61
55	2200	0	0.026282	0.115484	1000	2410.94
56	2200	0	0.0380809	0.134485	998	2889.62
57	2200	0	0.056528	0.161526	1000	3500.35
58	2200	0	0.0820017	0.19	1000	4164.21
59	2200	0	0.119997	0.230562	999	5131.96
2	2300	0	0	0.00467217	1000	2.151
3	2300	0	0	0.00540217	1000	4.185
4	2300	0	0	0.00604141	1000	6.308
5	2300	0	0	0.00669713	1000	9.522
6	2300	0	0	0.00734072	1000	12.767
7	2300	0	0	0.00786534	1000	16.11
8	2300	0	0	0.00840533	1000	18.334
9	2300	0	0	0.00883082	1000	22.943
10	2300	0	0	0.00927296	1000	27.611
11	2300	0	0	0.00968423	1000	32.036
12	2300	0	0	0.0101618	1000	34.403
13	2300	0	1.17057e-06	0.0105574	1000	40.441
14	2300	0	0	0.0109083	1000	45.815
15	2300	0	0	0.0113624	1000	50.674
16	2300	0	1.11413e-06	0.0116615	1000	53.699
17	2300	0	0	0.012029	1000	60.008
18	2300	0	0	0.0123998	999	66.7107
19	2300	0	0	0.012758	1000	75.451
20	2300	0	0	0.0130324	1000	79.841
21	2300	0	0	0.0133866	999	86.8809
22	2300	0	0	0.0136947	1000	95.698
23	2300	0	6.99433e-07	0.0140293	1000	107.329
24	2300	0	9.60145e-07	0.0143218	1000	106.633
25	2300	0	0	0.0146182	999	119.964
26	2300	0	9.699e-07	0.0148983	1000	131.534
27	2300	0	0	0.0151418	999	142.228
28	2300	0	0	0.0154881	1000	145.412
29	2300	0	0	0.0157779	1000	160.945
30	2300	0	9.85507e-07	0.016105	1000	176.692
31	2300	0	4.16967e-06	0.0163213	999	193.355
32	2300	0	4.48818e-06	0.0166807	999	197.757
33	2300	0	1.6996e-05	0.0169316	1000	216.989
34	2300	0	1.19054e-05	0.0173627	1000	236.471
35	2300	0	6.98137e-06	0.0174846	1000	256.916
36	2300	0	2.35266e-05	0.0178956	1000	275.017
37	2300	0	4.94125e-05	0.0183918	1000	305.23
38	2300	0	6.77689e-05	0.0190159	1000	334.938
39	2300	0	0.000104504	0.0194155	1000	379.568
40	2300	0	0.000167217	0.0202063	1000	406.416
41	2300	0	0.000223076	0.0209807	999	465.015
42	2300	0	0.000315663	0.0228879	1000	516.973
43	2300	0	0.00040998	0.0233167	1000	595.953
44	2300	0	0.000596011	0.0254717	999	667.315
45	2300	0	0.000759111	0.0286156	1000	778.733
46	2300	0	0.000965482	0.0288295	1000	865.624
47	2300	0	0.00131583	0.0326986	1000	1010.3
48	2300	0	0.00204665	0.038168	1000	1162.57
49	2300	0	0.0024595	0.0418735	1000	1211.94
50	2300	0	0.00330969	0.047502	998	1440.06
51	2300	0	0.00450449	0.0519234	999	1689.39
52	2300	0	0.00626193	0.0599032	999	1778.03
53	2300	0	0.00868325	0.0693074	1000	2054.53
54	2300	0	0.0120785	0.0811925	1000	2413.26
55	2300	0	0.0171788	0.0945743	1000	2807.39
56	2300	0	0.0239177	0.110281	1000	3136.38
57	2300	0	0.0375203	0.133991	1000	4051.78
58	2300	0	0.0530046	0.15565	1000	4672.05
59	2300	0	0.0781998	0.18416	1000	5828.69
60	2300	0	0.112462	0.221869	999	6889.8
2	2400	0	1.875e-06	0.00452292	1000	2.138
3	2400	0	0	0.00532361	1000	4.271
4	2400	0	0	0.00598823	1000	6.168
5	2400	0	0	0.00654642	1000	9.122
6	2400	0	0	0.00714382	1000	12.087
7	2400	0	0	0.00765357	1000	15.542
8	2400	0	0	0.00809115	1000	17.564
9	2400	0	0	0.00863315	1000	21.856
10	2400	0	0	0.00913087	1000	26.177
11	2400	0	0	0.00948095	1000	30.405
12	2400	0	0	0.00995141	999	32.3333
13	2400	0	0	0.0102945	1000	38.303
14	2400	0	0	0.0106953	1000	43.831
15	2400	0	6.11723e-07	0.0110847	999	49.0941
16	2400	0	0	0.0114111	1000	52.283
17	2400	0	7.59804e-07	0.011777	1000	59.511
18	2400	0	0	0.0120897	1000	66.745
19	2400	0	0	0.0124279	999	74.017
20	2400	0	0	0.0127372	1000	75.602
21	2400	0	0	0.013056	1000	85.762
22	2400	0	0	0.0134274	1000	94.492
23	2400	0	0	0.0137084	1000	105.701
24	2400	0	0	0.0139599	1000	104.785
25	2400	0	4.68333e-06	0.0143301	1000	119.165
26	2400	0	0	0.014585	999	127.964
27	2400	0	5.24691e-07	0.0148835	1000	139.936
28	2400	0	0	0.0151441	1000	142.141
29	2400	0	3.72499e-06	0.0154947	999	160.086
30	2400	0	0	0.0156708	999	171.952
31	2400	0	4.59677e-06	0.0160931	1000	186.444
32	2400	0	3.125e-06	0.0161915	1000	195.95
33	2400	0	3.95202e-06	0.0165119	1000	217.598
34	2400	0	8.95833e-06	0.0169364	1000	237.329
35	2400	0	1.55952e-05	0.0170312	1000	261.074
36	2400	0	2.45848e-05	0.0173436	999	281.855
37	2400	0	2.73874e-05	0.0178007	1000	318.059
38	2400	0	5.2182e-05	0.0182189	1000	350.974
39	2400	0	7.64209e-05	0.0186707	1000	395.707
40	2400	0	0.000113333	0.0199389	1000	441.737
41	2400	0	0.000163639	0.0202921	999	510.747
42	2400	0	0.000221696	0.0210667	1000	565.441
43	2400	0	0.000323692	0.0224089	1000	648.278
44	2400	0	0.000416544	0.0235975	1000	720.968
45	2400	0	0.000605269	0.0252162	1000	834.809
46	2400	0	0.000733904	0.0271102	1000	901.748
47	2400	0	0.000987562	0.0292448	1000	1032.45
48	2400	0	0.00130108	0.0318971	1000	1065.03
49	2400	0	0.00190237	0.0370888	1000	1190.52
50	2400	0	0.00260225	0.0424346	1000	1263.45
51	2400	0	0.00321927	0.0461052	1000	1391.76
52	2400	0	0.00427894	0.0533831	1000	1591.37
53	2400	0	0.0060709	0.0594365	999	1808.03
54	2400	0	0.00825868	0.0703441	999	1940.46
55	2400	0	0.0115704	0.0816582	999	2229.61
56	2400	0	0.0163312	0.0940686	1000	2515.65
57	2400	0	0.023606	0.109269	999	2908.63
58	2400	0	0.0341587	0.128656	1000	3532.32
59	2400	0	0.0493927	0.149666	999	4153.54
60	2400	0	0.0713388	0.177699	998	5080.66
61	2400	0	0.109535	0.217868	1000	6192.88
2	2500	0	0	0.0043528	1000	2.357
3	2500	0	0	0.00517587	1000	4.369
4	2500	0	0	0.0059399	1000	6.465
5	2500	0	0	0.00648352	1000	9.504
6	2500	0	0	0.00694913	1000	12.785
7	2500	0	0	0.00749423	1000	16.197
8	2500	0	0	0.0079428	1000	18.868
9	2500	0	0	0.00848498	1000	23.224
10	2500	0	0	0.00888424	1000	27.699
11	2500	0	0	0.00934276	1000	32.215
12	2500	0	5.33333e-07	0.0097909	1000	36.026
13	2500	0	0	0.0101294	1000	41.607
14	2500	0	0	0.0104886	1000	47.619
15	2500	0	2.05333e-06	0.010839	1000	53.869
16	2500	0	0	0.0111848	1000	56.649
17	2500	0	0	0.0115588	1000	65.699
18	2500	0	1.31111e-06	0.0118796	1000	72.893
19	2500	0	0	0.0121876	1000	81.081
20	2500	0	9.4e-07	0.0124761	1000	83.935
21	2500	0	0	0.0128301	1000	93.863
22	2500	0	0	0.0131135	1000	103.155
23	2500	0	0	0.0134293	1000	114.945
24	2500	0	0	0.0136742	999	115.361
25	2500	0	0	0.0140197	1000	131.552
26	2500	0	0	0.0142444	1000	144.158
27	2500	0	3.26252e-07	0.0146134	999	156.299
28	2500	0	4.862e-07	0.0148332	999	161.584
29	2500	0	0	0.0150952	1000	176.457
30	2500	0	1.01333e-06	0.0153571	1000	190.915
31	2500	0	7.74194e-07	0.0156642	1000	208.066
32	2500	0	8.875e-07	0.0159222	1000	218.91
33	2500	0	3.57934e-06	0.0161458	999	241.947
34	2500	0	7.36471e-06	0.0165111	1000	264.407
35	2500	0	1.82857e-05	0.0167521	1000	290.644
36	2500	0	1.22111e-05	0.0171655	1000	315.595
37	2500	0	2.38595e-05	0.0173758	1000	358.735
38	2500	0	4.59263e-05	0.0181502	1000	396.56
39	2500	0	4.56718e-05	0.018099	1000	452.334
40	2500	0	9.5035e-05	0.0188128	999	512.177
41	2500	0	0.000113909	0.0195416	999	588.206
42	2500	0	0.000209648	0.0206292	1000	658.455
43	2500	0	0.000234977	0.0209248	1000	732.841
44	2500	0	0.000291655	0.0227245	1000	817.123
45	2500	0	0.000381307	0.0231457	1000	937.273
46	2500	0	0.00059533	0.0257142	1000	1022.32
47	2500	0	0.000848184	0.0276466	999	1135.92
48	2500	0	0.000975225	0.0293229	999	1190.82
49	2500	0	0.00125997	0.0320364	1000	1369.66
50	2500	0	0.00183912	0.0368601	1000	1527.45
51	2500	0	0.00227782	0.040851	1000	1693.69
52	2500	0	0.00332657	0.0466548	999	1885.75
53	2500	0	0.00411549	0.051701	1000	2129.67
54	2500	0	0.00590372	0.0609787	1000	2374.4
55	2500	0	0.00817185	0.0698494	1000	2667.72
56	2500	0	0.0108601	0.0780162	999	2974.12
57	2500	0	0.0157488	0.0922198	1000	3270.5
58	2500	0	0.0216933	0.104516	998	3852.92
59	2500	0	0.034582	0.130607	999	4549.44
60	2500	0	0.0483321	0.15074	1000	5309.73
61	2500	0	0.0703416	0.17542	1000	7069.21
62	2500	0	0.104772	0.21883	999	8479.2
2	2600	0	0	0.00449096	1000	2.53
3	2600	0	0	0.00503103	1000	5.074
4	2600	0	0	0.00579721	1000	8.575
5	2600	0	0	0.00632731	1000	10.307
6	2600	0	5.76923e-07	0.00687808	1000	13.802
7	2600	0	0	0.00731698	1000	17.384
8	2600	0	0	0.00781822	1000	19.422
9	2600	0	0	0.00829833	1000	24.405
10	2600	0	0	0.00870319	1000	28.955
11	2600	0	0	0.00913629	1000	33.917
12	2600	0	0	0.00956952	1000	35.549
13	2600	0	0	0.00992781	1000	42.84
14	2600	0	0	0.0102501	1000	47.807
15	2600	0	0	0.0106108	1000	53.952
16	2600	0	0	0.0109522	1000	56.262
17	2600	0	0	0.0112584	1000	64.809
18	2600	0	0	0.0116281	1000	71.939
19	2600	0	0	0.0119498	1000	79.804
20	2600	0	0	0.0122369	1000	81.074
21	2600	0	0	0.0125574	1000	90.645
22	2600	0	0	0.0128463	1000	99.676
23	2600	0	0	0.0131415	1000	110.461
24	2600	0	0	0.0133977	999	110.508
25	2600	0	0	0.0136722	1000	125.929
26	2600	0	0	0.013976	999	137.08
27	2600	0	0	0.0142592	1000	148.807
28	2600	0	0	0.014541	999	151.715
29	2600	0	0	0.0147812	1000	170.112
30	2600	0	0	0.0150338	1000	188.545
31	2600	0	0	0.0152836	1000	205.324
32	2600	0	3.62981e-06	0.0156067	1000	218.499
33	2600	0	1.15385e-05	0.0157942	1000	245.069
34	2600	0	1.80995e-06	0.0161729	1000	273.334
35	2600	0	8.31868e-06	0.0164392	1000	302.041
36	2600	0	8.18376e-06	0.0166507	1000	333.884
37	2600	0	2.74807e-05	0.0168728	999	380.141
38	2600	0	4.12753e-05	0.0173279	1000	437.816
39	2600	0	3.62722e-05	0.0174652	1000	486.045
40	2600	0	4.64808e-05	0.0184032	1000	551.954
41	2600	0	7.26336e-05	0.0187473	999	626.771
42	2600	0	0.000107427	0.0193208	1000	681.678
43	2600	0	0.000174848	0.0204301	1000	782.495
44	2600	0	0.00023382	0.0209912	1000	856.44
45	2600	0	0.000332342	0.021941	1000	933.83
46	2600	0	0.000404331	0.0230252	1000	984.27
47	2600	0	0.000611637	0.0259801	1000	1099.82
48	2600	0	0.000692901	0.026645	1000	1188.66
49	2600	0	0.000940251	0.0290868	1000	1232.21
50	2600	0	0.00134588	0.0331702	1000	1314.39
51	2600	0	0.00174898	0.035182	1000	1475.9
52	2600	0	0.00223675	0.0392725	1000	1701.03
53	2600	0	0.0032298	0.0466245	999	1745.37
54	2600	0	0.00428541	0.0516005	1000	1886.22
55	2600	0	0.00619631	0.0615429	1000	2254.04
56	2600	0	0.00774657	0.0664558	1000	2369.61
57	2600	0	0.0112041	0.0795965	999	2783.6
58	2600	0	0.0153502	0.092481	998	3170.43
59	2600	0	0.0217707	0.106909	1000	3599.26
60	2600	0	0.0299483	0.122071	1000	4083.91
61	2600	0	0.0464573	0.148757	1000	5162.47
62	2600	0	0.0675519	0.174831	1000	6341.8
63	2600	0	0.0987919	0.207051	1000	8617.95
64	2600	0	0.135914	0.247055	1000	9258.12
2	2700	0	0	0.00420019	1000	2.636
3	2700	0	0	0.00501704	1000	4.776
4	2700	0	0	0.00559528	1000	6.944
5	2700	0	0	0.00625089	1000	10.293
6	2700	0	1.97531e-06	0.00671951	1000	13.622
7	2700	0	8.99471e-07	0.00721788	1000	17.418
8	2700	0	0	0.00766153	1000	20.39
9	2700	0	0	0.00815798	1000	24.986
10	2700	0	0	0.00850452	1000	29.516
11	2700	0	0	0.00893283	1000	34.823
12	2700	0	0	0.00938219	1000	37.742
13	2700	0	0	0.00970279	1000	44.285
14	2700	0	0	0.0100639	1000	50.587
